stage,layer,comparison,positions,full_logits_exact,top1_set_exact,top1_order_exact,top10_set_exact,top10_order_exact,top20_set_exact,top20_order_exact
Attention decode and split-KV merge,47,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,47,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,47,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,47,Old compiled M8 vs old compiled M1,320,2,318,318,228,54,145,2
Attention decode and split-KV merge,51,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,51,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,51,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,51,Old compiled M8 vs old compiled M1,320,1,318,318,225,59,159,3
Attention decode and split-KV merge,55,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,55,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,55,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,55,Old compiled M8 vs old compiled M1,320,1,319,319,233,77,179,2
Attention decode and split-KV merge,59,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,59,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,59,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,59,Old compiled M8 vs old compiled M1,320,1,319,319,247,105,191,7
Attention decode and split-KV merge,63,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,63,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,63,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,63,Old compiled M8 vs old compiled M1,320,31,320,320,305,262,304,175
Attention decode and split-KV merge,7,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,7,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,7,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention decode and split-KV merge,7,Old compiled M8 vs old compiled M1,320,1,318,318,181,31,121,1
Attention input activation FP8 quantization,11,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,11,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,11,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,11,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,15,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,15,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,15,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,15,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,19,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,19,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,19,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,19,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,23,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,23,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,23,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,23,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,27,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,27,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,27,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,27,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,3,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,3,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,3,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,3,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,31,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,31,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,31,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,31,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,35,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,35,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,35,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,35,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,39,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,39,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,39,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,39,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,43,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,43,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,43,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,43,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,47,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,47,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,47,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,47,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,51,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,51,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,51,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,51,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,55,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,55,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,55,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,55,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,59,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,59,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,59,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,59,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,63,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,63,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,63,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,63,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,7,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,7,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,7,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input activation FP8 quantization,7,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,11,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,11,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,11,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,11,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,15,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,15,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,15,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,15,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,19,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,19,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,19,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,19,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,23,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,23,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,23,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,23,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,27,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,27,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,27,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,27,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,3,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,3,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,3,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,3,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,31,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,31,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,31,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,31,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,35,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,35,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,35,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,35,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,39,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,39,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,39,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,39,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,43,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,43,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,43,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,43,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,47,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,47,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,47,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,47,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,51,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,51,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,51,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,51,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,55,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,55,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,55,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,55,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,59,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,59,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,59,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,59,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,63,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,63,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,63,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,63,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention input projection,7,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention input projection,7,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention input projection,7,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention input projection,7,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,11,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,11,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,11,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,11,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,15,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,15,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,15,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,15,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,19,Final compiled M8 vs final eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,19,Fix 1 compiled M8 vs Fix 1 eager M8,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,19,Fix 1 compiled M8 vs Fix 1 compiled M1,320,320,320,320,320,320,320,320
Attention output activation FP8 quantization,19,Old compiled M8 vs old compiled M1,320,320,320,320,320,320,320,320
